City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,PM2.5_7d_avg,PM10_7d_avg,AQI_Bucket_General,AQI_Bucket_Label
Gurugram,2016-09-10,0.21265425785777595,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.1706484641638225,0.08834522595990484,0.14338848274977553,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.08695652173913042,Satisfactory,0.3803661718690789,0.7953450141209201,Moderate,1
Gurugram,2016-09-11,0.20890434308311176,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.17747440273037543,0.05640502888209309,0.15005771450557906,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.08967391304347826,Satisfactory,0.31809963079654835,0.7953450141209201,Moderate,1
Gurugram,2016-09-12,0.22772209722506306,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.17747440273037543,0.05198776758409786,0.1276131845581634,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.10054347826086955,Satisfactory,0.3206548218403872,0.7953450141209201,Moderate,1
Gurugram,2016-09-13,0.31990182041317244,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.18088737201365188,0.05028882093102276,0.15044247787610618,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.1358695652173913,Satisfactory,0.33968882970084774,0.7953450141209201,Moderate,1
Gurugram,2016-09-14,0.20460898615940548,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.2457337883959044,0.042473666326877324,0.10799025266127997,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.13315217391304346,Satisfactory,0.2767401825445805,0.7953450141209201,Moderate,1
Gurugram,2016-09-15,0.48523897184154907,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.18771331058020477,0.06795786612300374,0.27702962677953064,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.32065217391304346,Moderate,0.2583557995257738,0.7953450141209201,Moderate,1
Gurugram,2016-09-16,0.6010090679757278,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.25597269624573377,0.23241590214067273,0.4000256508913685,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.3125,Moderate,0.31577180844728836,0.7953450141209201,Moderate,1
Gurugram,2016-09-17,0.5009204336265085,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.16723549488054607,0.06252123683316343,0.7660638707195074,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.5054347826086956,Moderate,0.36154870562250296,0.7953450141209201,Moderate,1
Gurugram,2016-09-18,0.4173996045544419,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.1706484641638225,0.06252123683316343,0.50378350647685,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.2907608695652174,Moderate,0.39465791838546577,0.7953450141209201,Moderate,1
Gurugram,2016-09-19,0.41099065930319767,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.18088737201365188,0.06591913013931362,0.5831730152622804,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.23369565217391303,Moderate,0.42376111129156246,0.7953450141209201,Moderate,1
Gurugram,2016-09-20,0.9832276539169565,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.18088737201365188,0.0655793408086986,0.5562395793253815,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.4918478260869565,Poor,0.5290977793657496,0.7953450141209201,Poor,2
Gurugram,2016-09-21,0.6008727074384673,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.1706484641638225,0.06150186884131836,0.39656278055662436,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.7228260869565216,Poor,0.5920247723606284,0.7953450141209201,Poor,2
Gurugram,2016-09-22,0.28574350582941294,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.16723549488054607,0.060822290180088334,0.41913556496088245,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.26358695652173914,Moderate,0.5603447342493045,0.7953450141209201,Moderate,1
Gurugram,2016-09-23,0.24517624599440926,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.1706484641638225,0.06795786612300374,0.3948954726176735,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.11956521739130434,Satisfactory,0.5038382001061054,0.7953450141209201,Moderate,1
Gurugram,2016-09-24,0.3410377036885525,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.18088737201365188,0.06795786612300374,0.4192638194177248,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.15489130434782605,Satisfactory,0.4784486958781304,0.7953450141209201,Moderate,1
Gurugram,2016-09-25,0.3951728369809777,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.18088737201365188,0.06693849813115867,0.41798127484930103,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.23369565217391303,Moderate,0.4749190675718105,0.7953450141209201,Moderate,1
Gurugram,2016-09-26,0.4325356241903593,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.13651877133105803,0.05402650356778796,0.35359753751442863,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.2201086956521739,Moderate,0.47834042507118796,0.7953450141209201,Moderate,1
Gurugram,2016-09-27,0.3336742346764846,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.1706484641638225,0.05776418620455316,0.2534308067205336,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.19021739130434784,Satisfactory,0.37519082729723574,0.7953450141209201,Moderate,1
Gurugram,2016-09-28,0.49526147133019705,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.17747440273037543,0.07747196738022424,0.3532127741439015,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.2690217391304348,Moderate,0.35841967930186985,0.7953450141209201,Moderate,1
Gurugram,2016-09-29,0.5142155860094089,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.17406143344709896,0.0801902820251444,0.25317429780684886,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.3641304347826087,Moderate,0.39470122670824265,0.7953450141209201,Moderate,1
Gurugram,2016-09-30,0.4090134315129202,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.18430034129692832,0.06048250084947332,0.4166987302808773,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.27445652173913043,Moderate,0.4207187016164831,0.7953450141209201,Moderate,1
Gurugram,2016-10-01,0.4400354537396878,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.16723549488054607,0.06965681277607882,0.3180710529690907,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.31521739130434784,Moderate,0.4364396227845085,0.7953450141209201,Moderate,1
Gurugram,2016-10-02,0.30476580077725507,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.17747440273037543,0.07305470608222901,0.35475182762601004,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.1875,Satisfactory,0.4220829137839564,0.7953450141209201,Moderate,1
Gurugram,2016-10-03,0.5257380514079225,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.17406143344709896,0.0672782874617737,0.34333718096703864,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.24456521739130438,Moderate,0.4368835330929721,0.7953450141209201,Moderate,1
Gurugram,2016-10-04,0.753801049976137,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.1706484641638225,0.07271491675161398,0.3438501987944081,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.5624999999999999,Poor,0.5036000043308323,0.7953450141209201,Poor,2
Gurugram,2016-10-05,0.6010090679757278,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.25597269624573377,0.23241590214067273,0.4000256508913685,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.5054347826086956,Moderate,0.5203928064875868,0.7953450141209201,Moderate,1
Gurugram,2016-10-06,0.8782300402263585,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.18771331058020477,0.07271491675161398,0.3116583301269719,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.5054347826086956,Moderate,0.5781985903140937,0.7953450141209201,Moderate,1
Gurugram,2016-10-07,0.6396672802890843,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.17406143344709896,0.07373428474345904,0.2695908682826728,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.5543478260869564,Poor,0.614826604302682,0.7953450141209201,Poor,2
Gurugram,2016-10-08,0.6461444058089588,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.17747440273037543,0.07271491675161398,0.30691291522380404,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.5815217391304347,Poor,0.6475568692413466,0.7953450141209201,Poor,2
Gurugram,2016-10-09,0.5929637962773573,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.1706484641638225,0.07815154604145429,0.5457227138643067,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.49728260869565216,Poor,0.6933229393358668,0.7953450141209201,Poor,2
Gurugram,2016-10-10,0.4555805549873866,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.18088737201365188,0.06184165817193339,0.536231884057971,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.3858695652173913,Moderate,0.6821818733015018,0.7953450141209201,Moderate,1
Gurugram,2016-10-11,0.6288947978455035,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.1706484641638225,0.06591913013931362,0.6184429908939335,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.43478260869565216,Moderate,0.662346661469668,0.7953450141209201,Moderate,1
Gurugram,2016-10-13,0.5073975591463831,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.15699658703071673,0.25110431532449873,0.37142490701551883,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.8858695652173912,Very Poor,0.6474810796764869,0.7953450141209201,Poor,2
Gurugram,2016-10-14,0.24538078680030004,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.15358361774744025,0.07305470608222901,0.24765935616262663,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.1576086956521739,Satisfactory,0.5469841166726215,0.7953450141209201,Moderate,1
Gurugram,2016-10-15,0.3209927047112565,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.18088737201365188,0.04757050628610261,0.5123765550852891,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.17391304347826086,Satisfactory,0.4963783415077792,0.7953450141209201,Moderate,1
Gurugram,2016-10-16,0.3769687052566987,0.7401592118573251,0.19865974924340682,0.26433164591599406,0.28922958000515325,0.4337883354015246,0.16723549488054607,0.08426775399252463,0.4119533153777094,0.14666666666666667,0.17200000000000001,0.41294298921417566,0.19565217391304346,Satisfactory,0.4536330269269497,0.7953450141209201,Moderate,1
